"num_a","cost","call_min","data_mb","accum"
1874936,0,755.5999999998,0,1233
1874964,102.1652,260.4500000006,0,11836
1875032,101,1117.9500000015,0,12823
1875289,54.9999,106.3166666668,0,1386
1875299,57.2996,161.9000000002,0,0
1875310,76.9965,18.7666666667,0,2023
1875354,154.1543,839.3166666669,0.2210035324,16109
1875420,89.2189,257.2166666652,0,16632
1875429,611.3989,255.2333333332,0,12400
1875430,0,232.5166666665,520.6162471745,13635
1875448,0,1045.3166666676,0,0
1875490,115,2105.949999999,0,15900
1875541,24,195.6166666667,0,6360
1875543,159.1199,157.85,0.196012497,12155
1875592,108,549.9999999998,0,21175
1875643,195.9985,1531.9333333317,32.8345251082,38497
1875645,0,650.7833333348,0,0
1875647,79.9989,2273.5666666662,0,0
1875704,5.6,270.7166666668,0.4167366027,0
1875712,471.9988,111.583333333,0,7920
1875725,79.48,1159.799999999,468.1587715164,108645
1875730,50,377.3999999997,0,7950
1875740,105.2482,1561.3166666657,1357.4280662456,36130
1875800,18,55.45,0,1092
1875805,2.4995,1567.8666666664,0,1854
1875808,93.4858,504.0333333326,0,2724
1875811,2,844.683333334,0,13650
1875813,5.9994,20.3666666667,0,1614
1875826,6,300.7000000005,0,1638
1875982,11.9988,39.75,0,3228
1875990,0,2034.116666666,0,924
1876010,109.9979,182.3000000002,241.4763936991,7280
1876048,80.0352,735.1833333324,1342.1754865686,18086
1876127,89,652.1166666659,0,12720
1876143,108.5044,823.8999999998,206.4995021862,14309
1876146,263.4899,874.0333333343,0,2724
1876182,273.9969,542.3500000005,539.4144659029,70844
1876207,1.5,436.1666666671,0,15795
1876245,34.0001,117.6333333333,0,556
1876267,91.999,793.1166666671,5.6622934342,915
1876273,162.567,1220.950000001,0.1387681961,126495
1876322,0,209.2,0,0
1876358,1163.2284,1172.3666666648,674.1166973092,63245
1876536,0,398.0833333329,0,0
1876537,158.6,637.1166666676,0,74922
1876555,100.98,936.9666666663,584.7449493401,18081
1876606,0,9,0,1048
1876825,94.4984,150.9166666663,0,2912
1876842,74.9999,1350.5166666667,0,0
1876914,25.3,1313.1500000003,16.7247571947,47373
1877400,89.9989,834.8833333326,54.9705381394,45690
1877403,186.9998,181.4666666669,0,7420
1877449,2.9996,14.1999999999,0,0
1877455,100.7625,567.0333333328,0,23278
1877518,153.365,1338.8166666659,4698.7604522781,7540
1877555,0,745.8499999989,4.0593528748,922
1877723,77.2403,3251.0333333297,0,8316
1877748,108.4939,1645.766666665,61.0699377053,17967
1877775,100.45,919.1833333325,0,0
1877798,187.4371,1262.0500000007,0,15486
1877839,218.9892,432.5666666673,923.8298091826,33680
1877932,94.999,414.5500000005,0,309
1878161,0,12.5666666667,0,0
1878245,87.5189,1625.7499999992,0.8105421063,59150
1878370,172.7004,151.0166666671,0,7980
1878405,128.9989,1228.9666666661,4.8392972948,13587
1878593,2,376.25,0,3516
1878972,79.9999,452.3166666668,0,369
1879027,7.9,482.5666666665,0,72960
1879118,100,886.6333333331,0,5300
1879224,27,99.0833333338,0,0
1879231,114.9977,1510.5000000014,373.310359955,0
1879545,0,231.6833333332,0,0
1879661,0,171.0666666663,0,4620
1879689,136.7489,820.5000000002,1104.7842721907,54666
1979667,0,110.0666666667,0,0
1979751,84.9999,393.166666667,79.4262809754,7581
1980093,0,1852.9499999981,151.4017734531,102295
1981337,119.1432,1657.1166666671,0,26559
1982238,443.49,3205.683333335,1417.3914985662,21990
1982290,190.9973,1174.4000000007,0.0078125,14418
1982497,34,82.5666666665,0,3822
1983044,0,1.65,0,0
1983361,63.55,46.0500000001,0,3276
1983565,372.9855,600.6333333347,13045.5005806978,79876
1983635,11.6,2323.9333333351,0,5577
1983771,36,33.6166666663,0,1100
1983790,84.9999,1221.7333333326,368.0452013031,22746
1983821,165.4997,2226.0333333325,0,2463
1984011,0,3.7,0,0
1984025,3.5,214.6499999999,0,0
1984290,95.0001,519.5000000003,0,15950
1984313,18.4993,87.7333333337,45.7722597126,4110
1984329,94.5669,352.9666666665,14.9614439011,70431
1984337,0,41.1333333333,0,0
1984416,11.5,260.1833333329,0,0
1984435,94.999,21.1833333333,0,0
1984443,12,15.5333333334,0,528
1984490,166.4999,615.3999999999,0,13095
1984693,1.5,1074.9000000003,0,0
1985281,107.5,1955.8499999998,0,16430
1985581,165.9966,717.116666667,177.7408790577,51930
1985605,1.3,1205.4666666675,2.7314453125,15370
1985687,18,302.1500000004,0,4770
1985787,182.9988,319.9333333328,1274.6980581211,109849
1985801,362.986,701.4333333321,4958.3660860278,42432
1985895,146.2627,1519.6166666667,0,90630
1985922,118.67,107.1999999999,0,4950
1986010,133.749,1105.6333333327,1.123003006,7439
1986044,17.0625,1284.9333333341,0,178980
1986050,10,674.0166666665,0,3696
1986073,3.33,2283.1666666713,0,13650
1986090,499.9988,498.4166666665,0,18330
1986093,340.4917,832.8000000005,4739.3548603015,42955
1986186,95.05,683.0166666663,0,0
1986625,1.5,43.233333333,0,275
1986822,9.4979,174.8166666661,0,0
1987723,125.235,909.4500000002,1316.5284023268,100912
1988235,0,198.4833333329,0,0
1990288,2.2478,65.7333333333,0,539
1990520,0,20.7333333333,0,0
1990624,0,10.25,0.0078125,0
1990628,0,211.3999999999,0,3234
1991362,7.85,964.0833333329,0,112860
1991516,20,57.2666666666,0,2650
1991531,89.9989,395.9666666676,1114.9700689393,45670
1991541,126.4989,1423.9333333316,6164.864244467,96149
1992129,85.2757,741.550000002,1.9716978072,123555
1992693,0,1356.2166666667,2769.0146236507,18610
1992892,10,7.45,0,0
1992908,0,157.8500000005,0,0
1993822,97.5,199.7500000001,0,45030
1994159,90.9956,349.8000000002,0,1602
1994178,0,34.1333333334,0,0
1994399,10,84.666666667,0,2650
1994437,117.497,1891.2000000024,0,2163
1995518,3.5,1831.7999999991,0,240540
1995680,33.9999,508.233333335,0,2856
1995862,178.0057,86.9666666669,82.997596741,11713
1996044,0,1497.5500000013,0,125400
1996072,25.2434,48.3499999996,0,2695
1996721,40,144.1833333333,0,9656
1996999,9.1,691.2333333334,0,0
1997549,108.9986,202.4000000003,0,3680
1997766,73.3,183.4499999996,0,8221
1997871,0,867.8833333333,0,12860
1998249,94.6,732.8833333338,0,1783
1998290,0,116.1333333331,552.9789524101,25777
1998355,39.9989,693.4999999991,480.7336578371,35035
1998410,34.9999,2357.25,0,10164
1999685,89.9989,917.0499999999,31.4613189701,47922
1999724,511.9974,1826.2499999996,1502.7899160412,82819
2000107,0,0,0,0
2000141,66.9971,143.4166666669,103.0666408552,7222
2000795,544.199,1498.7666666649,0,44802
2000805,89.999,365.3333333326,0,618
2001302,244.2501,214.5666666667,0,14204
2001530,8,2506.6499999986,3020.9192438198,67859
2001776,1.51,341.0166666658,0,9702
2002578,486.2697,3117.7666666682,7770.9226951587,57598
2003077,58.9923,747.633333333,0,12858
2003159,79.9989,621.3833333335,82.387759209,3681
2003177,96.5481,344.7833333333,217.1816406259,27488
2003264,244.9741,1105.5500000005,37187.1218101604,57135
2003503,89.5499,0,0,0
2003566,93.5,781.3333333336,0,12948
2004488,178.9607,294.4166666662,312.0122547183,27744
2004591,4.9989,163.5,0,0
2004705,82.9978,1253.2999999996,0,4808
2005096,68.4837,393.3333333345,0,5929
2005408,141,703.8833333326,937.7205734214,55433
2005430,924.5122,3557.9833333333,1181.6831464747,344185
2005509,104.9999,1080.3000000004,528.0031518861,9248
2005549,176.6626,668.8666666667,0,103170
2005637,111.9978,276.8833333336,1934.8701896664,44375
2005787,6.1131,262.3333333338,0,1653
2005936,23.9,905.1000000002,0,115140
2005944,94.4477,3695.8666666656,0,11748
2006027,0,0.3666666667,0,0
2006142,1.3,3.8000000001,0,0
2006259,188.9937,393.6999999999,102.7637987146,43751
2006354,95.4989,554.7666666666,0,1152
2006431,109.9989,217.4833333336,0,6531
2006441,1,1242.7000000007,0,10164
2006476,4,11.6,0,1092
2006576,14.4,2010.6499999988,0,239970
2006659,0,1955.1333333323,0,15840
2006678,489.9922,1930.383333335,42.870069504,14868
2006729,214.9989,1722.6833333332,0,6546
2007022,2,284.9499999998,0,528
2007397,60,308.6499999998,0,13200
2007481,4.9999,15.0333333332,0,534
2007527,198.9727,589.9500000002,7569.7309846973,275103
2007545,79.9989,1047.2666666681,0,356
2008464,114.9999,623.583333333,0,71511
2496917,4.5,33.8833333334,0,5679
2496949,119.9989,1048.8166666659,213.6422967913,14200
2497271,79.9989,922.9666666676,262.2980537401,27772
2497715,8,725.0833333325,0,2184
2498539,0,298.5333333329,35.6649351121,1818
2499287,7,1660.3166666677,0,546
2499860,60.0088,1869.1166666666,92.4733057022,52378
2500572,0,201.2000000001,0,0
2503793,444.1988,1404.1166666674,1271.1425447508,2882
2505060,5.25,16.6166666666,0,831
2505067,129.9999,618.9000000004,0,924
2505093,1.32,554.5,2.353515625,14742
2505173,77.9978,595.9333333333,0,6618
2505221,104.9999,1541.0000000016,1.0375089645,394
2506811,5.235,272.7166666666,0,539
2507079,65,460.616666667,0,16074
2508203,10,240.0666666669,0,3408
2508299,0.5001,124.9166666665,0,280
2509423,0,109.2499999998,0,0
2509826,0,455.5166666672,0,12144
2510230,308.6962,497.1499999999,35.0587625503,38741
2510394,107.2341,1066.383333333,1348.2289361897,127422
2510424,0,523.7333333342,0,0
2510559,25.5003,373.3833333337,0,8742
2511673,61.4899,181.3833333337,0,1680
2513131,20,822.35,10.3781394959,2177
2513295,127.2088,886.883333334,0.0096998215,1888
2514466,14.999,870.8666666672,1397.9883718554,83284
2515708,77.5,1016.0666666674,763.9993534042,109951
2516058,93.749,372.9333333327,0.045091629,5865
2516124,22.7632,389.8833333337,0,1653
2516143,3.15,243.6833333336,0,0
2516153,19.3588,1830.2999999998,0,1102
2516168,477.9988,663.666666667,0,10251
2516173,180.0001,280.4500000001,0.0498037338,3387
2516198,1.5,331.1666666665,0,16341
2517168,74.4444,338.8499999999,0,14000
2517171,33.4627,305.8166666671,0,54905
2518728,293.4879,3492.0833333321,0,5340
2520656,44.2,686.9499999999,0,0
2523161,0,0,0,0
2524266,3,0,0,0
2524354,61.9953,368.8000000001,0,4326
2524365,69.9999,555.7833333337,0,6006
2524477,33.4765,265.733333333,0,16240
2524519,3,90.016666667,0,4412
2524638,101.6494,789.2166666657,0,0
2525786,89.9989,195.2666666667,0,1068
2526756,49.0669,1361.9666666657,2.086938858,172095
2528182,0,0,0,0
2528652,3.4993,16.6833333333,0,1400
2529791,0.9,713.550000001,303.206770896,10431
2529862,144.9989,0.15,36.9865179061,1392
2530325,117.498,248.4666666665,0,10536
2530422,78.5003,197.1333333333,0,19028
2533026,0,317.5499999994,1.9599609375,0
2533038,7.5001,111.4333333335,0,2820
2534387,0,249.1333333344,0,0
2534556,51,1104.8500000024,0,6023
2536051,143.7463,1199.3500000003,3945.5067310346,132190
2536650,94.9999,1318.3666666653,1223.6830549217,30152
2537512,87,34.4833333334,0,3559
2537842,87.9,979.0333333309,0,16302
2538391,0,1519.3666666656,0,0
2539141,93.4999,559.2999999985,0,6325
2542000,57.0099,708.6833333333,1654.1599349947,37354
2542583,173.8993,543.8999999995,0,4509
2546273,74.9979,1843.1333333338,964.1594953536,100796
2547691,70.9999,195.9500000004,278.402840614,18901
2626408,37.0044,154.5166666659,8.0322113038,1073
2626419,0.9988,14.3499999999,0,1400
2628372,6.06,161.4333333334,0.0017528534,0
2628556,1.0625,96.6166666664,0,2280
2630514,20,660.916666667,0,2028
2630575,36.0999,1440.4000000005,0,0
2630594,1.75,380.2666666674,0,0
2631671,34.9999,2149.9500000021,0,1386
2632629,58.7368,368.9666666666,0,6168
2632742,111.9988,959.5499999997,0,7376
2663687,74.9999,290.4333333331,0,5376
2663769,1.05,6.3500000001,0,0
2666299,6,55.3000000001,0,1638
2667592,109.3,427.916666667,0,18996
2667594,169,1130.1666666672,720.3778142923,106227
2669118,0,26,0,0
2669133,10,246.1833333329,0,8480
2669398,89.999,2251.6499999983,439.8573923129,42213
2669558,9.8,192.4166666668,0,0
2669662,0,191.05,0,0
2670591,30,30.6666666665,0,0
2670731,2.9999,764.0333333342,0,2122
2671252,101.7476,446.833333333,0,2781
2671564,79.9999,433.3999999998,0,2217
2672141,332.9978,116.9333333332,3496.1866350234,42510
2672174,4,693.0833333335,0,0
2672197,491.7088,286.2166666663,0,17667
2672455,87.249,638.9666666667,415.2589807508,80604
2672458,110,524.7833333328,0,15900
2673197,2,158.6333333331,0,530
2673207,11,434.0500000001,0,17940
2673276,1.5,1105.6333333325,0,15795
2673568,4,99.6333333332,0,7980
2675304,0,816.3000000001,0,3696
2675352,100.4976,1354.0500000019,109.2534503946,2141
2676468,0,29.2666666664,0,0
2676637,3,59.4333333335,0,550
2676871,92.6727,461.0833333344,36.5466375348,72513
2676896,65.8,141.1166666671,0,10920
2677205,99.1963,976.8500000002,57.3547554017,23950
2677959,89.999,474.5333333334,0.0004005432,1539
2677962,0,481.5500000008,0.09765625,49588
2678320,175.1875,192.0666666665,0,7291
2679394,35,232.8333333334,0,3710
2679415,4.1998,293.5666666661,0,1376
2679497,0,3.9333333333,0,0
2679807,38,122.0166666665,0,4125
2680671,138.9977,1427.0166666671,0,2002
2680865,81.99,588.183333333,0,16302
2682395,422.6588,1425.8666666676,0,4368
2682954,37.85,1064.916666668,0,0
2683070,19.5,80.4166666662,0,2691
2683284,80.4999,661.0500000009,0,3696
2683657,89.25,312.4666666664,0,11130
2714931,259.9976,214.8666666667,0,12816
2715900,7.9992,106.1499999998,0,2152
2715988,0,5.9000000001,0,0
2716723,766.0025,629.4833333331,1055.493288039,70255
2717126,1.9989,11.6333333334,0.5594053268,539
2717589,25.1432,352.9666666667,0,15249
2718554,13.5,182.9333333338,0,1638
2719823,0,640.5833333347,0,2163
2721225,59.9994,129.1999999999,3.6844081878,9896
2724512,77.2499,451.0833333332,0,1480
2725446,144.9988,894.3499999995,0,534
2726491,0.35,793.0500000005,0,0
2729108,69.9969,322.1499999998,1741.8774242355,120120
2731609,197.4706,941.7166666665,28.9592180254,16388
2732389,17.2621,138.3666666666,0,0
