"num_a","cost","call_min","data_mb","accum"
1872956,627.4935,13585.4166666699,741.9704141574,52857
1872977,185.5,416.6833333319,0,5775
1872997,320,2669.8833333332,0,41870
1873045,301.7001,3082.3333333341,0,216600
1873067,346.5476,2445.8666666683,0.0016880035,213906
1873078,52,3801.9833333319,0,1375
1873114,262.4966,3589.45,3.8390016556,4559
1873199,0,678.8500000012,698.9808759686,37518
1873202,286.2877,1807.4000000003,0,347130
1873219,12.45,2819.483333335,0,262
1873270,757.4858,2646.7166666674,0,33818
1873336,507.9988,2661.600000001,237.5314931898,41024
1873392,5.9999,1268.766666668,0,0
1873412,871.9132,2548.2333333335,0.8104782104,160791
1873452,508.9976,7890.316666666,153.3333911894,28109
1873458,770.9966,2687.8500000011,216.9874763503,276743
1873508,292.7044,1060.9166666675,0.3987703323,157275
1873510,292.9974,2954.9666666676,0,28440
1873663,1166.2972,1431.6666666665,469.2739772827,50129
1873715,454.9263,129.1500000004,701.4999866459,29258
1873778,483.2297,5260.2000000012,10666.5644807866,316312
1873782,221.0044,1193.7999999992,12.1095829012,29149
1873823,250.2466,3314.8833333349,0,3560
1873871,236.9986,4633.7666666651,891.1263551722,170991
1873877,825.9969,3420.6666666658,0,17922
1873933,236.9998,1406.166666667,0.0034780502,2578
1873973,302.4949,2913.3999999988,876.8961591719,346662
1874007,39.2525,880.0833333329,165.1331548694,1102
1874015,0,122.6499999998,0,0
1874088,365.4227,2909.7000000017,97.2826328276,187170
1874107,0,0.15,0,0
1874125,119.2484,566.8833333322,0,8853
1874139,300.9867,3302.1333333325,0,2136
1874221,618.9982,1143.7666666671,336.6661100392,139971
1874226,406.2204,1854.7666666656,2466.8164606138,114989
1874232,432.4952,1761.6000000001,4544.3802671466,223247
1874425,684.9845,4887.4000000004,3328.0758523946,68887
1874428,145.6875,5370.4833333333,0,395010
1874474,79.998,1169.8833333306,1557.8249788328,447645
1874484,18.8876,12.6833333336,7.7701311109,432
1874500,56.4574,6409.483333332,3413.5142631588,306340
1874511,59.0044,351.566666667,15.8645105359,6874
1874512,374.4937,2823.1666666673,679.9410390837,17393
1874749,0,1792.0333333339,47.175662041,3084
1874889,788.3068,2138.9166666663,15629.8979978226,115581
1874936,3.995,1978.8666666665,0,2877
1874964,298.1556,1023.099999999,0,37660
1875032,298.65,2510.5666666678,0,37924
1875289,172.9997,325.7000000003,390.0261659658,5538
1875299,104.6994,434.2666666667,0,0
1875310,396.4945,51.9,0,4152
1875354,257.1543,1872.85,0.2210035324,38495
1875420,381.7122,734.0333333315,0,24092
1875429,1095.996,792.0833333335,0,19132
1875430,0,756.3499999994,1460.3323678934,39699
1875448,0,2843.0833333356,745.9965581923,67914
1875490,334.49,5365.8166666661,0,45050
1875541,194,800.1499999992,0,24910
1875543,323.5587,369.0166666663,4.0985250474,32823
1875592,319.4999,1788.1500000016,0,69015
1875643,287.9974,5856.2999999991,32.8345251082,40633
1875645,0,2077.5000000007,0,618
1875647,219.9967,4962.3666666661,0,1816
1875704,10.3499,607.6000000005,0.5691423415,0
1875712,473.4988,382.8333333326,0,23803
1875725,329.2754,2604.3333333329,1677.3766574844,309135
1875730,221,1417.0499999994,0,25970
1875740,348.2355,4650.1499999992,3467.2386712967,177507
1875800,24,200.9166666668,0,2730
1875801,0,1.2,0,0
1875805,2.4995,3535.4999999989,0,6798
1875808,284.6752,1783.3999999999,0,40005
1875811,2,2661.1666666675,0,40950
1875813,15.9994,54.2000000001,0,1614
1875826,10,597.1166666679,0,2730
1875982,49.997,85.8833333335,0,8070
1875990,578.4973,5187.9833333351,0,13596
1876010,269.9957,1525.6666666684,2292.8667058925,73720
1876048,226.0846,2977.6499999992,7076.3839473845,209942
1876121,0,46.0833333333,0,0
1876127,383.7499,3258.5833333299,0,39750
1876143,345.504,2127.8833333311,206.4995021862,45049
1876146,638.4877,2719.700000002,5.4889421463,5898
1876182,454.9941,1939.0333333336,1217.5242509879,87685
1876207,4.5,1501.9666666668,0,47463
1876245,92.3502,279.2000000003,0,1668
1876267,276.997,2437.1833333331,133.5155992509,2745
1876273,181.4009,3827.9333333351,11.6717576984,398295
1876322,82.9845,1106.3833333332,0,7916
1876358,1940.4768,3236.6833333307,1445.9341421111,118280
1876536,4,1388.9333333333,0,924
1876537,220.325,2408.9166666668,0,284067
1876555,596.8,3531.8499999997,897.1227703103,51431
1876606,43,47.8833333333,0,5962
1876825,519.4915,511.6833333322,0,14132
1876842,224.9997,3189.6666666669,0,924
1876914,224.9998,2823.6666666666,58.5679006577,136293
1877400,244.9967,2661.9166666669,222.0750570294,216756
1877403,962.4984,686.7166666669,0,28620
1877449,19.4983,27.1999999999,0,0
1877455,441.1876,1132.733333334,0,41518
1877518,534.0147,3649.2999999993,11140.3978319264,35111
1877555,399.9989,2312.1499999976,93.2058219906,2680
1877723,277.2379,10294.8499999946,0,12012
1877748,873.4828,5474.6833333352,708.4763183569,101740
1877775,301.4488,2938.6333333332,0.001077652,0
1877798,524.1512,3306.6500000017,0.0004205704,44624
1877839,278.989,1380.0166666677,1384.2183418201,143362
1877932,284.997,1256.0500000017,0,2163
1878161,8.025,28.6666666667,0,0
1878245,292.5057,4973.5666666646,725.7724971776,253454
1878370,258.1998,395.0500000005,0,35680
1878405,243.5961,4042.7333333346,22.0750179289,20699
1878593,12.65,855.1499999989,0,7294
1878972,149.9998,1603.8333333356,0,369
1879027,560.0045,2443.6333333346,0.0091085434,319155
1879118,271,2320.2833333321,0,28090
1879224,28.5,277.4333333339,0,275
1879231,340.4949,4966.6000000004,914.8168497073,0
1879545,10.7544,608.0166666669,0,551
1879661,467.9988,457.0166666669,0,6808
1879689,147.9989,1201.6000000001,1238.6433334321,138858
1979667,0,324.5333333338,0,0
1979751,189.9979,1239.7000000001,84.2846078873,9102
1980093,5.5,5876.7166666653,638.8511762616,142414
1981337,212.8432,4116.6499999986,0,71994
1982238,634.4794,11755.4333333369,1480.4754390713,28468
1982290,617.4899,3151.4166666674,153.4447679519,47040
1982497,37.95,145.7999999998,0,5460
1983044,0,5.3833333334,0,0
1983361,144.2,161.55,0,10920
1983565,815.4828,1281.5833333344,17679.3652362041,231084
1983635,19.1,6476.1000000014,0,8112
1983771,43.4999,151.1333333329,0,2750
1983790,2135.4895,4464.8000000014,905.1947927495,43147
1983821,517.497,6160.0666666658,0,16347
1984011,9.4499,57.8333333333,0,0
1984025,27.7,298.4499999995,0,0
1984290,214.0001,1353.0666666678,0,43175
1984313,18.4993,87.7333333337,45.7722597126,4110
1984329,485.8359,1161.0999999996,338.7356777212,206898
1984337,2,98.1333333334,0,530
1984416,15.35,769.9833333334,0,0
1984435,287.9969,104.6666666665,0,926
1984443,18,74.1666666668,0.01953125,2112
1984490,168.4999,2577.7999999992,0,44217
1984693,1.5,1074.9000000003,0,0
1985174,13,50.7833333333,0,2959
1985281,367,6545.1,0,48230
1985581,470.462,2188.216666668,879.4249439248,72652
1985605,1.3,3075.3166666654,2.7314453125,42400
1985687,119.5,1117.2666666663,0,12720
1985787,395.9961,1111.3666666672,1824.5247754974,318284
1985801,651.0939,2316.9833333323,14976.8699713442,178929
1985895,288.3878,4127.4666666666,0,239400
1985922,284.45,315.2333333331,0,15681
1986010,379.7482,1750.0999999998,249.7846088419,55708
1986044,284.5775,3881.3999999996,0,486780
1986050,409.9989,1926.6833333331,0,3696
1986073,9.99,6342.2500000034,0,40404
1986090,564.9988,1431.3833333335,0,53547
1986093,729.9807,2606.5833333337,7530.5487117453,80761
1986186,258.2499,2423.4999999998,0,0
1986625,13.4999,100.533333333,0,2475
1986822,154.9962,1334.766666665,0,0
1987723,387.2219,2691.849999999,3471.9619836775,256162
1988235,1.5,526.9166666661,0,275
1990288,112.7323,307.3500000004,198.418961525,193872
1990520,11.15,54.5333333331,0,1092
1990624,60.0088,93.0499999998,0.1679582596,3708
1990628,503.1532,946.0666666682,4.19617e-05,13452
1991362,138.05,2646.2666666663,0,280440
1991516,20,230.5500000006,0,2650
1991531,320.9946,872.4166666688,3432.3224353831,183160
1991541,317.7252,4851.0999999986,9971.071753519,192185
1992129,412.8272,2644.7500000013,29.1270761486,437997
1992693,100,2762.4333333345,8418.5557041699,52731
1992892,26.3088,28.45,0.0019054413,2142
1992908,0,335.4000000005,0,0
1993822,254.4,637.516666667,0,121980
1994159,255.9725,889.5666666668,0,12282
1994178,47.5,103.5166666665,0.169921875,0
1994399,65.5,146.9833333337,0,6463
1994437,320.4927,4735.4333333377,0,6489
1995518,148.25,5259.2166666663,0,711930
1995680,63.9999,2242.1666666697,0,5506
1995862,552.8209,640.4666666669,1108.2498359664,12210
1996044,248.2002,4105.5500000013,0,358530
1996072,41.4686,184.7166666663,0,5929
1996721,141,640.9333333326,0,53676
1996999,11.55,2189.0499999996,0.1656684876,0
1997549,313.9961,736.5333333348,0,9973
1997766,95.8,555.8,0,14686
1997871,85.7336,1354.9333333339,0,24241
1998249,351.3499,2090.1000000017,0,4825
1998290,7.4998,282.1499999997,1304.9288368249,55636
1998355,235.9978,2073.5666666657,1357.2457036947,88244
1998410,208.9975,6325.6333333315,0,15490
1999685,706.6714,2463.9000000002,363.2966670992,131370
1999724,797.6623,8150.300000004,5246.4279060351,427220
2000107,45.9001,1140.1166666672,0,79230
2000141,409.728,642.4500000001,718.5593891192,19114
2000795,688.674,5151.0499999956,0,269952
2000805,269.997,1924.3499999984,0,927
2001302,729.2502,1308.1833333338,0,68616
2001530,29.2489,8057.2666666686,9380.8033514155,189209
2001776,461.5087,1148.9999999985,0,24024
2002578,1200.2018,8412.2000000018,16446.534577374,155230
2003077,218.4845,1548.849999999,0,30042
2003159,80.4983,1390.2833333338,817.2681074099,11861
2003177,294.497,1469.7999999995,628.0291709894,105104
2003264,1286.648,3861.6833333343,106602.767201944,129916
2003503,89.5499,0,0,0
2003566,258.9999,1780.0666666675,0,31473
2004488,396.0916,1959.2500000009,702.431954389,67425
2004591,51.4979,1596.5833333331,0,0
2004705,227.4965,2884.2666666668,0.0004310608,9043
2005096,230.4813,1469.6333333362,0,7931
2005408,152.9996,1884.849999999,2962.9218301783,136963
2005430,2298.8627,10175.4000000007,4777.3395004269,944144
2005509,614.9986,4454.8333333352,1471.9962301157,87902
2005549,181.7876,2080.5666666678,0,375060
2005637,369.9478,569.2166666666,4694.5414438173,83558
2005787,48.8218,835.6000000005,0.0019884111,2755
2005936,184.0002,2455.199999998,0,278160
2005944,315.1124,9222.3999999975,0,38982
2006027,0,5.4166666667,0,0
2006142,1.95,4.8000000001,0,0
2006259,393.9585,1180.6333333344,140.2929315583,92681
2006354,288.9967,1741.1166666666,0,3147
2006431,379.9967,638.9833333334,0,17957
2006441,595.4901,2949.1833333329,0,20790
2006476,17.5,104.716666667,0,5399
2006576,177.45,6103.8166666637,0,735300
2006659,3,5805.3999999969,0,49190
2006678,590.4807,6372.8833333368,145.9234247214,21162
2006729,413.4634,5537.333333333,0,12420
2007022,32,1863.2833333324,0,3168
2007397,180,1474.7833333311,0,36432
2007481,284.9976,933.2499999999,0,7258
2007527,459.2,1766.0000000007,15491.9814910914,522998
2007545,286.0667,3619.5333333353,0,712
2008464,247.5999,1904.5666666664,0,255051
2496917,15,54.8833333333,0,10242
2496949,359.9967,2395.4833333324,1278.6178035738,62988
2497271,239.9967,2574.7666666684,1551.7498474098,72829
2497715,53.7,2097.3333333334,0,4914
2498539,0,992.4999999997,460.7368392959,26190
2499287,7,3455.7500000016,0,546
2499860,435.5778,3440.0166666658,305.3742113105,228382
2500572,11,281.9333333333,0,3198
2503793,1556.5469,3905.1333333357,3657.8202209487,3147
2505060,9.7482,42.4833333332,0,1385
2505067,247.9997,1222.8166666674,0,1848
2505093,15.38,1711.3666666642,5.5224609375,47346
2505173,247.9956,1377.0166666663,0,14450
2505221,290.9977,6114.3333333409,1.3798646926,394
2506811,43.2251,721.4833333336,0,5390
2507079,142.0001,1200.9333333341,0,44274
2508203,106,1415.8833333336,0,19312
2508299,4.9974,671.5666666661,0,1400
2509423,0,282.6333333335,0,0
2509826,1.5,1571.7500000023,0.0478515625,35419
2510230,485.3461,1131.9666666664,82.7967386246,102817
2510394,303.2309,2537.5000000005,3903.6904773685,400893
2510424,0,1528.7833333331,0.3759765625,0
2510559,108.0007,1025.1499999982,0,20304
2511673,71.9796,360.5666666663,0,3360
2513131,20,3234.3000000032,105.5863742834,6034
2513295,581.4352,2389.8000000008,0.0213127137,10437
2514466,24.999,2655.6500000014,2456.1812467625,176121
2515708,374.3885,4134.2333333341,1840.8536834704,268467
2516058,285.747,1119.833333333,0.045091629,13281
2516124,72.972,1436.1000000002,0,2755
2516143,4.65,670.0833333341,0,0
2516153,139.4025,5821.5333333334,0,6612
2516168,484.6988,2771.1333333335,0,40788
2516173,180.0001,1027.8333333334,0.0498037338,14820
2516198,12.7,979.0333333335,0,49491
2517168,197.9042,889.4833333328,0,40880
2517171,237.4879,797.6333333335,0,129694
2518728,842.3951,6870.2333333334,0.5526914597,31898
2520656,55.75,1634.8666666663,0.0004348755,0
2523161,0,31,0,262
2524266,43,28.033333333,0,0
2524354,117.7054,1037.1833333326,0,10197
2524365,304.4997,1462.2500000027,0,19539
2524477,292.3681,1147.1166666672,0,53760
2524519,75.4999,359.8833333335,0,18612
2524638,158.0994,2074.8833333321,0,0
2525786,189.9988,352.1499999999,0,3660
2526756,254.9919,3616.7833333353,2.086938858,466440
2528182,0,0,0,0
2528652,14.5039,22.15,0.5575027466,2485
2529791,30.9,2136.9666666684,907.4452972336,75603
2529862,144.9989,1.2,36.9865179061,1392
2530325,326.4947,763.9833333332,0,28158
2530422,177.5009,479.0666666667,0,49416
2530995,80.9999,2.3333333333,0.0092449188,461
2533026,16.5,1272.1499999979,5.1728515625,0
2533038,90.5003,301.3666666668,0,9870
2534387,51.4993,785.8666666655,0,0
2534556,97,3828.666666666,0,15128
2536051,287.2428,1991.0833333328,5879.361706729,223148
2536650,456.9964,3714.2499999986,7354.2345180481,179748
2537512,162,121.2333333335,0,9674
2537842,244.9,2541.5833333301,0,45708
2538391,3,3736.5666666672,0,0
2539141,375.9994,2458.5499999982,0,12375
2542000,196.3297,1574.4333333333,2731.8043575268,122790
2542583,687.396,1478.1500000021,0,19872
2546273,350.0037,6761.0333333393,5065.7658033432,387846
2547691,256.9909,575.1833333342,338.0300950993,26533
2626408,149.0352,351.1833333315,56.364410401,9134
2626419,61.9733,160.25,0,13920
2628372,60.4401,562.4000000004,0.0017528534,1653
2628556,94.4876,407.8666666654,0,2280
2630514,100.5,2057.1166666663,0,2535
2630575,39.5999,4202.316666669,0,0
2630594,12.25,1050.216666668,0,0
2631671,275.4793,5947.8500000034,0.1253814697,2823
2632629,288.1358,1266.4833333347,0,36850
2632742,205.9771,2412.9499999993,0,19818
2663687,74.9999,1032.8833333336,0,32130
2663769,6.65,126.0833333327,0,0
2666299,34.75,127.25,0,4368
2667592,360.1088,936.8166666659,4.2057781221,51088
2667594,1128.7404,3608.4333333325,1636.2008066215,227847
2669118,0,39.0833333333,0,0
2669133,154,733.1333333332,0,24910
2669135,3,0.8333333333,0,0
2669398,322.495,6178.2333333329,1548.3660354644,88923
2669558,54.6,588.9166666668,0.0002250671,0
2669662,3.15,489.6999999998,0,0
2670591,36,96.7999999998,0,1638
2670731,129.5294,1911.0166666666,0,5945
2671252,396.4748,2507.2500000007,0,9270
2671564,291.4961,1650.4999999996,0,6504
2672141,666.9936,124.4999999999,6685.2616100396,133066
2672174,23.9975,2666.1166666673,0,1233
2672197,527.3088,1067.0999999999,0,57408
2672455,247.247,2133.9500000004,442.736896515,81822
2672458,319.5,1370.6999999986,0,40118
2673197,83,1024.2833333338,0,9010
2673207,52.5,1570.283333333,0,60372
2673276,4.5,3273.4999999997,0,46839
2673568,198.725,762.2999999994,0,53580
2675139,14.9995,788.4333333322,2.5526027679,4827
2675304,579.8502,1809.516666666,0,16004
2675352,288.4953,2439.6000000025,157.0580759059,2141
2675421,52,58.5666666665,0,7106
2676468,39.5,1007.6333333348,0,5928
2676637,22.5,161.3500000009,0,825
2676871,343.5977,1823.5000000009,36.5466375348,204096
2676896,65.8,484.5999999998,0,31668
2677205,267.2802,2607.3833333349,1041.1479377729,89830
2677959,280.9965,1811.5833333334,0.0004005432,9470
2677962,2.2481,1202.1833333346,0.09765625,122904
2678320,204.6876,377.9166666664,0,9397
2679394,64.5,459.1500000002,0,6463
2679415,32.1993,1443.2833333317,0,4580
2679497,0,34.7833333333,0,0
2679807,157.5,402.7833333326,0,16487
2680671,315.2431,4594.1833333333,0,8698
2680865,228.99,1863.1666666659,0,46644
2682395,686.9088,4863.0000000003,0,47072
2682954,159.55,4828.2166666686,0,0
2683070,32.5044,400.7833333336,0.2771005632,12504
2683284,504.0154,1665.666666667,0,33384
2683657,340.75,953.9499999995,0,38690
2714931,852.9918,832.4666666665,0,43884
2715900,12.4991,359.3166666667,0,2152
2715988,0,59.0833333332,0,0
2716723,831.0075,1869.7500000001,2734.8916444756,239848
2717126,3.9978,240.8500000005,0.5594053268,4312
2717589,800.1476,1351.3833333328,0.0001907349,43080
2718554,46,506.000000001,0,5460
2719823,0,1966.5500000005,0.3909654617,4629
2721225,129.9987,251.3499999999,7.9275779723,19118
2724512,342.9014,1459.3333333338,0,23949
2725446,345.496,3371.2333333334,0,534
2726491,2.5588,2524.8666666647,0,1102
2729108,454.9907,933.283333334,5057.5675563658,209755
2731609,387.9543,2891.2999999993,234.2157125472,43649
2732389,23.1271,297.8000000005,0,0
